"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1996,8,29,9,"AZ Yet","Last Night","Rock",82,262
1996,6,20,9,"Monica","Why I Love You So Much","Rock",75,262
1996,3,20,9,"LL Cool J","Doin' It","Rap",82,222
1996,6,20,10,"Metallica","Until It Sleeps","Rock",113,275
1996,2,46,11,"Gin Blossoms","Til I Hear It From You","Rock",124,225
1996,6,30,11,"Jewel","Who Will Save Your Soul","Rock",126,235
1996,2,20,11,"Joe","All The Things (Your Man Won't Do)","Rock",132,252
1996,8,20,11,"Aaliyah","If Your Girl Only Knew","Rock",88,231
1996,3,7,11,"Beatles, The","Real Love","Rock",87,228
1996,2,40,12,"Jann Arden","Insensitive","Rock",89,249
1996,10,22,12,"Journey","When You Love A Woman","Rock",134,245
1996,2,22,12,"Smashing Pumpkins, The","1979","Rock",127,262
1996,5,22,12,"Total","Kissin' You","Rap",82,284
1995,12,20,12,"Kris Kross","Tonite's Tha Night","Rap",90,196
1996,7,20,12,"OutKast","Elevators (Me & You)","Rap",84,264
1996,3,32,13,"La Bouche","Sweet Dreams","Electronic",133,189
1996,6,28,13,"112","Only You","R&B",96,257
1996,4,20,13,"Hootie & The Blowfish","Old Man And Me (When I Get To Heaven)","Rock",99,264
1996,8,24,14,"John Mellencamp","Key West Intermezzo (I Saw You First)","Rock",116,255
1995,11,26,14,"Hootie & The Blowfish","Time","Rock",104,294
1996,5,20,14,"Case","Touch Me, Tease Me","Rock",87,270
1996,4,48,15,"Dishwalla","Counting Blue Cars","Rock",100,290
1995,10,33,15,"3T","Anything","Rock",132,265
1996,3,20,16,"Bodeans","Closer To Free","Rock",98,182
1996,9,24,17,"Mint Condition","What Kind Of Man Would I Be","Rock",109,246
1996,2,20,17,"Deborah Cox","Who Do U Love","Rock",87,263
1996,11,20,18,"Madonna","You Must Love Me","Rock",90,180
1996,10,20,18,"Montell Jordan","Falling","Rap",79,243
1996,8,23,18,"Dru Hill","Tell Me","Rock",130,253
1995,11,34,19,"Collective Soul","The World I Know","Rock",76,259
1995,12,38,20,"Natalie Merchant","Wonder","Rock",115,262
1996,6,20,20,"Maxi Priest","That Girl","Reggae",138,237
1996,5,20,21,"Robert Miles","Children","Electronic",137,244
1996,9,20,21,"Westside Connection","Bow Down","Rap",92,220
1995,12,20,21,"Faith Evans","Soon As I Get Home","Rock",120,274
1996,5,22,21,"Color Me Badd","The Earth, The Sun, The Rain","Rock",77,256
1996,5,18,22,"Jodeci","Get On Up","Rock",93,227
1996,8,20,22,"SWV","Use Your Heart","Rock",147,231
1995,12,20,22,"Total","No One Else","Rap",90,268
1996,2,20,22,"Melissa Etheridge","I Want To Come Over","Rock",114,295
1995,11,20,22,"Smashing Pumpkins, The","Bullet With Butterfly Wings","Rock",124,260
1995,10,34,23,"Blues Traveler","Hook","Rock",83,264
1996,6,20,23,"Natalie Merchant","Jealousy","Rock",101,160
1996,7,21,23,"Los Del Rio","Macarena (Original Version)","Latin",103,304
1995,12,29,23,"No Doubt","Just A Girl","Rock",107,209
1996,8,23,24,"Bryan Adams","Let's Make A Night To Remember","Rock",87,379
1995,12,15,24,"Coolio","Too Hot","Rap",102,222
1996,7,20,24,"Garbage","Stupid Girl","Rock",119,259
1996,8,20,25,"Brandy, Tamia, Gladys Knight & Chaka Khan","Missing You","Rock",135,249
1996,6,20,26,"LeAnn Rimes","Blue","Country",91,170
1996,8,20,26,"Whitney Houston","Why Does It Hurt So Bad","Rock",76,277
1996,6,20,28,"Montell Jordan","I Like","Rap",96,280
1996,1,20,28,"Bush","Glycerine","Rock",112,263
1996,6,18,29,"Coolio","It's All The Way Live (Now)","Rap",108,216
1996,6,13,30,"Michael Jackson","They Don't Care About Us","Rock",90,286
1996,10,16,30,"Da Brat","Sittin' On Top Of The World","Rap",92,240
1996,6,15,30,"All-4-One","Someday","Rock",83,255
1996,2,17,30,"Ace Of Base","Lucky Love","Rock",104,172
1996,7,31,31,"Ghost Town DJ's","My Boo","Rock",130,345
1995,11,20,31,"Jodeci","Love U 4 Life","Rock",118,300
1996,8,9,31,"Pearl Jam","Who You Are","Rock",87,226
1996,5,19,32,"Monifah","You","Rock",76,260
1996,9,19,32,"Warren G","What's Love Got To Do With It","Rap",96,252
1996,4,20,32,"Spacehog","In The Meantime","Rock",84,300
1996,2,20,33,"Seal","Don't Cry","Rock",92,273
1996,11,19,33,"Nate Dogg","Never Leave Me Alone","Rap",100,296
1996,1,20,35,"Lina Santiago","Feels So Good (Show Me Your Love)","Rock",127,214
1996,8,18,36,"Maxwell","Ascension (Don't Ever Wonder)","Rock",96,343
1996,6,20,36,"Smashing Pumpkins, The","Tonight, Tonight","Rock",74,256
1996,5,13,36,"Immature","Please Don't Go","Rock",131,267
1996,5,19,37,"Jars Of Clay","Flood","Gospel",114,210
1996,2,20,37,"H-Town","A Thin Line Between Love & Hate","Rap",122,297
1995,12,20,37,"Immature","We Got It","Rock",88,219
1996,4,12,38,"Tina Arena","Chains","Rock",92,236
1996,7,20,38,"Hootie & The Blowfish","Tucker's Town","Rock",79,220
1996,1,20,39,"Seven Mary Three","Cumbersome","Rock",80,238
1996,4,15,39,"Lionel Richie","Don't Wanna Lose You","Rock",103,274
1996,10,19,40,"Melissa Etheridge","Nowhere To Go","Rock",104,250
1996,10,15,41,"Wonders, The","That Thing You Do","Rock",134,168
1996,7,15,41,"Tony Rich Project","Like A Woman","Rock",80,246
1996,4,20,42,"Gloria Estefan","Reach","Rock",78,227
1996,4,20,43,"Bush","Machinehead","Rock",112,256
1995,12,13,44,"Big Mountain","Get Together","Reggae",97,240
1996,5,4,44,"Cure, The","The 13th","Rock",115,244
1996,10,16,45,"Phil Collins","Dance Into The Light","Rock",87,262
1996,1,15,45,"Shawn Stockman","Visions Of A Sunset","Rock",85,245
1995,12,12,45,"Eazy-E","Just Tah Let U Know","Rap",92,238
1995,12,11,46,"Boyz II Men","I Remember","R&B",98,279
1996,4,23,46,"Billie Ray Martin","Your Loving Arms","Electronic",131,250
1996,11,12,46,"R.E.M.","Bittersweet Me","Rock",120,244
1996,9,18,47,"Isley Brothers, The","Floatin' On Your Love","Rock",90,246
1996,6,9,47,"Tevin Campbell","Back To The World","Rock",95,291
1996,11,20,48,"Cranberries, The","Free To Decide","Rock",118,264
1996,7,14,48,"Deborah Cox","Where Do We Go From Here","Rock",75,258
1996,3,11,49,"Sophie B. Hawkins","Only Love (The Ballad Of Sleeping Beauty)","Rock",104,245
1996,9,9,49,"R.E.M.","E-Bow The Letter","Rock",77,322
1996,4,20,50,"Jay-Z","Ain't No Nigga","Rap",99,240
1996,1,18,50,"Solo","Where Do U Want Me To Put It","Rock",87,215
1996,8,17,50,"Shades","Tell Me (I'll Be Around)","R&B",96,244
1996,3,16,50,"Xscape","Do You Want To","Rap",119,236
1996,11,17,50,"Total","When Boy Meets Girl","Rap",94,252
1996,7,13,52,"Busta Rhymes","It's A Party","Rap",89,279
1996,9,13,52,"Luther Vandross","Your Secret Love","Rock",71,240
1996,5,12,52,"Bryan Adams","The Only Thing That Looks Good On Me Is You","Rock",118,201
1996,6,14,52,"Cher","One By One","Rock",111,245
1996,9,18,53,"Johnny Gill","Let's Get The Mood Right","Rock",89,246
1996,3,16,53,"Weird Al Yankovic","Amish Paradise","Other",81,200
1996,11,15,53,"K-Ci & JoJo","How Could You","Rock",147,295
1996,10,19,54,"Robert Miles","One And One","Electronic",120,235
1996,8,14,55,"Oasis","Don't Look Back In Anger","Rock",81,290
1996,3,20,55,"Garbage","Only Happy When It Rains","Rock",121,222
1995,10,20,56,"Monifah","I Miss You (Come Back Home)","Rock",88,226
1996,4,11,56,"Xscape","Can't Hang","Rap",93,223
1996,12,4,57,"Los Del Rio","Macarena Christmas","Latin",103,253
1995,12,14,58,"Def Leppard","When Love And Hate Collide","Rock",136,257
1996,7,5,58,"Cure, The","Mint Car","Rock",71,209
1996,2,10,60,"Yvette Michele","EveryDay And EveryNight","R&B",94,232
1996,5,13,60,"Sting","You Still Touch Me","Rock",101,197
1996,1,13,60,"Tori Amos","Caught A Lite Sneeze","Rock",79,264
1996,6,19,61,"Beck","Where It's At","Rock",96,223
1996,10,4,61,"Total","Do You Think About Us","Rap",127,268
1996,3,20,62,"Lenny Kravitz","Can't Get You Off My Mind","Rock",125,275
1995,12,13,62,"Bone Thugs N Harmony","East 1999","Rap",129,266
1996,9,20,63,"Wild Orchid","At Night I Pray","Rock",77,256
1996,11,14,63,"Kenny G","The Moment","Jazz",91,356
1995,11,16,63,"L.V.","Throw Your Hands Up","Rap",137,230
1996,2,5,63,"Soul Asylum","Promises Broken","Rock",75,196
1996,2,12,64,"Groove Theory","Keep Tryin'","Electronic",83,255
1996,4,16,64,"Luke","Scarred","Rap",NA,209
1996,8,11,65,"Groove Theory","Baby Luv","Electronic",97,307
1995,11,20,65,"Sarah McLachlan","I Will Remember You (Studio)","Rock",139,286
1996,10,10,65,"Deana Carter","Strawberry Wine","Country",122,287
1996,9,14,66,"Dog's Eye View","Everything Falls Apart","Rock",132,277
1996,6,10,66,"Jeff Foxworthy","Redneck Games","Country",120,205
1996,7,11,67,"Badlees, The","Angeline Is Coming Home","Rock",80,216
1996,4,16,67,"Faith Evans","Ain't Nobody","Rock",86,306
1996,8,10,68,"Too Short","Gettin' It","Rap",84,341
1996,4,9,68,"Quincy Jones","Slow Jams","Rock",138,268
1996,9,4,69,"Tom Petty and the Heartbreakers","Walls (Circus)","Rock",101,262
1996,10,17,70,"Elton John","You Can Make History (Young Again)","Rock",76,225
1996,7,14,70,"Blessid Union Of Souls","All Along","Rock",75,227
1996,9,10,70,"Gloria Estefan","You'll Be Mine (Party Time)","Rock",130,234
1996,7,14,71,"Vanessa Williams","Where Do We Go From Here","Rock",131,259
1996,6,15,71,"Los Del Mar","Macarena","Latin",NA,228
1995,12,18,71,"Raekwon","Incarcerated Scarfaces","Rap",136,240
1996,8,15,72,"2 Live Crew","Shake A Lil' Somethin'","Rap",NA,218
1996,4,10,72,"Kris Kross","Live And Die For Hip Hop","Rap",87,223
1996,9,14,73,"Jay-Z","Can't Knock The Hustle","Rap",NA,270
1996,3,11,73,"Rappin' 4-Tay","Ain't No Playa Like","Rock",132,254
1995,12,16,74,"Faith Hill","It Matters To Me","Rap",NA,199
1995,12,9,74,"Shania Twain","(If You're Not In It For Love) I'm Outta Here","Country",120,270
1996,8,8,75,"Gin Blossoms","As Long As It Matters","Rock",NA,255
1996,3,8,76,"Fat Joe","Firewater","Rap",NA,258
1996,3,9,77,"Frost","La Familia","Rap",NA,219
1996,5,8,77,"Voice Of The Beehive","Scary Kisses","Rock",126,219
1996,3,8,78,"Radiohead","High And Dry","Rock",88,254
1996,4,8,78,"Madonna","Love Don't Live Here Anymore","Rock",140,283
1996,8,8,78,"Lina Santiago","Just Because I Love You","Rock",99,271
1996,4,12,79,"Brooks & Dunn","My Maria","Country",125,203
1996,7,8,79,"Donell Jones","In The Hood","Rock",129,257
1996,3,8,79,"Pure Soul","Stairway To Heaven","Rock",116,375
1996,3,4,81,"Redman","Funkorama","Rap",89,176
1996,11,3,81,"Enigma","Beyond The Invisible","Electronic",NA,268
1996,2,4,82,"Meat Loaf","Not A Dry Eye In The House","Rock",92,352
1996,8,7,83,"Ce Ce Peniston","Movin' On","Rock",92,201
1996,7,6,83,"Xzibit","Paparazzi","Rap",92,230
1996,7,5,83,"Lisa Loeb & Nine Stories","Waiting For Wednesday","Rock",129,184
1996,10,9,84,"Tina Turner","Missing You","R&B",104,278
1996,3,8,85,"Fat Joe","Envy","Rap",139,252
1996,5,7,85,"Everclear","Heartspark Dollarsign","Rock",137,170
1996,3,5,86,"Sting","Let Your Soul Be Your Pilot","Rock",96,270
1996,2,10,86,"Das EFX","Microphone Master","Rap",NA,312
1996,3,6,87,"Domino","Physical Funk","Rap",100,207
1996,1,5,87,"Tim McGraw","Can't Be Really Gone","Country",106,201
1996,6,3,87,"Cypress Hill","Boom Biddy Bye Bye","Rap",127,211
1996,7,14,88,"Ricky Martin","Maria","Latin",126,270
1996,1,12,88,"Fun Factory","Celebration","Rock",140,226
1996,5,5,89,"Shai","I Don't Wanna Be Alone","Rock",NA,292
1996,5,3,91,"Silk","Don't Rush","Rock",143,262
1996,4,5,92,"Skindeep","No More Games","Rock",NA,237
1996,5,5,93,"Isley Brothers, The","Let's Lay Together","Rock",115,282
1996,11,4,93,"Fun Factory","Don't Go Away","Rock",100,208
1996,3,4,94,"Diana King","Ain't Nobody","Reggae",97,320
1996,11,4,94,"Beck","Devil's Haircut","Rock",123,192
1996,11,3,94,"Sting","I'm So Happy I Can't Stop Crying","Rock",147,236
1996,11,5,95,"RuPaul","Snapshot","Electronic",142,183
1996,5,3,95,"69 Boyz","Hoop N Yo Face","Rap",127,240
1996,12,2,95,"Redman","It's Like That (My Big Brother)","Rap",91,175
1996,10,2,96,"Southsyde B.O.I.Z.","Get Ready, Here It Comes (It's The Choo-Choo)","Rap",137,262
1996,9,3,97,"Sir Mix-A-Lot","Jump On It","Rap",97,242
1996,2,2,97,"Pearl Jam","Daughter","Rock",96,230
1996,7,2,98,"Sadat X","Hang 'Em High","Rap",92,238
1996,8,2,98,"Somethin' For The People","With You","Rock",NA,212
1995,12,27,1,"Mariah Carey","One Sweet Day","Rock",128,282
1995,9,25,1,"Mariah Carey","Fantasy","Rock",102,243
1995,6,34,1,"TLC","Waterfalls","Rock",85,249
1994,12,30,1,"Madonna","Take A Bow","Rock",79,313
1995,2,29,1,"Montell Jordan","This Is How We Do It","Rap",103,236
1995,4,24,1,"Bryan Adams","Have You Ever Really Loved A Woman?","Rock",72,285
1994,11,32,1,"TLC","Creep","Rock",92,261
1995,8,38,1,"Coolio","Gangsta's Paradise","Rap",79,240
1995,6,36,1,"Seal","Kiss From A Rose","Rock",131,283
1995,11,21,1,"Whitney Houston","Exhale (Shoop Shoop)","Rock",137,202
1995,9,20,1,"Michael Jackson","You Are Not Alone","Rock",119,293
1995,1,25,2,"Soul For Real","Candy Rain","Rock",94,268
1995,4,29,2,"Monica","Don't Take It Personal","Rock",88,252
1995,3,22,2,"TLC","Red Light Special","Rock",94,293
1995,6,20,2,"Notorious B.I.G., The","One More Chance-Stay With Me","Rap",92,254
1995,2,30,2,"Adina Howard","Freak Like Me","Rock",91,238
1995,4,28,2,"Boyz II Men","Water Runs Dry","R&B",89,200
1995,4,27,2,"Nicki French","Total Eclipse Of The Heart","Rock",135,225
1995,11,21,3,"LL Cool J","Hey Lover","Rap",88,240
1995,9,24,3,"Janet Jackson","Runaway","Rock",109,215
1995,5,29,3,"Shaggy","Boombastic","Reggae",79,249
1995,3,20,3,"Real McCoy","Run Away","Electronic",130,242
1995,1,38,4,"Dionne Farris","I Know","Rock",103,220
1995,2,20,4,"Brandy","Baby","Rock",91,256
1995,11,20,4,"R. Kelly","You Remind Me Of Something","Rock",119,252
1995,6,23,4,"Vanessa Williams","Colors Of The Wind","Rock",83,252
1994,12,26,5,"Sheryl Crow","Strong Enough","Rock",77,184
1995,11,20,5,"TLC","Diggin' On You","Rock",80,249
1995,8,33,5,"Groove Theory","Tell Me","Electronic",93,232
1995,6,17,5,"Michael Jackson","Scream","Rock",106,273
1995,6,29,5,"All-4-One","I Can Love You Like That","Rock",90,250
1994,9,44,5,"Des'ree","You Gotta Be","Rock",94,242
1995,6,44,6,"Sophie B. Hawkins","As I Lay Me Down","Rock",84,240
1995,1,24,6,"Notorious B.I.G., The","Big Poppa","Rap",84,252
1995,8,32,6,"Hootie & The Blowfish","Only Wanna Be With You","Rock",104,222
1995,12,20,6,"Madonna","You'll See","Rock",89,280
1994,10,27,7,"BLACKstreet","Before I Let You Go","Rock",140,300
1995,8,30,7,"Take That","Back For Good","Rock",78,240
1995,10,28,7,"Monica","Before You Walk Out Of My Life","Rock",85,295
1995,12,20,7,"Pearl Jam","I Got Id","Rock",94,290
1995,3,49,8,"Blues Traveler","Run-Around","Rock",75,252
1994,12,27,8,"Brownstone","If You Love Me","Rock",95,217
1995,2,31,8,"Blessid Union Of Souls","I Believe","Rock",141,272
1994,9,32,8,"4 P.M.","Sukiyaki","Rock",75,158
1994,8,40,8,"Melissa Etheridge","I'm The Only One","Rock",84,299
1994,7,38,8,"69 Boyz","Tootsee Roll","Rap",131,260
1995,10,20,8,"Xscape","Who Can I Run To","Rap",140,215
1995,3,20,9,"2 Pac","Dear Mama","Rap",84,281
1995,9,20,9,"Brandy","Brokenhearted","Rock",149,278
1995,3,35,9,"Hootie & The Blowfish","Let Her Cry","Rock",142,252
1994,10,44,10,"Hootie & The Blowfish","Hold My Hand","Rock",86,250
1995,7,36,10,"Del Amitri","Roll To Me","Rock",75,127
1995,8,31,10,"Natalie Merchant","Carnival","Rock",94,352
1995,3,20,10,"Dr. Dre","Keep Their Heads Ringin'","Rap",90,302
1994,11,27,11,"Corona","The Rhythm Of The Night","Rock",127,245
1995,9,10,12,"Prince","I Hate U","Rock",136,267
1995,10,20,13,"Meat Loaf","I'd Lie For You (And That's The Truth)","Rock",86,397
1995,4,20,13,"Total","Can't You See","Rap",86,290
1995,4,29,13,"Diana King","Shy Guy","Reggae",94,215
1994,12,22,13,"Tom Petty","You Don't Know How It Feels","Rock",72,284
1995,3,20,13,"Elton John","Believe","Rock",138,288
1995,4,27,13,"Skee-Lo","I Wish","Rap",97,248
1995,8,15,13,"Redman","How High","Rap",91,284
1995,6,20,14,"Jodeci","Freek'n You","Rock",134,306
1995,8,20,14,"Bone Thugs N Harmony","1st Of Tha Month","Rap",148,304
1994,9,30,14,"20 Fingers","Short Dick Man","Electronic",128,291
1994,12,35,14,"Martin Page","In The House Of Stone And Light","Rock",89,293
1995,6,20,14,"Bon Jovi","This Ain't A Love Song","Rock",88,307
1995,2,20,15,"Subway","This Lil' Game We Play","R&B",121,290
1995,11,20,15,"Ace Of Base","Beautiful Life","Rock",134,220
1995,6,17,16,"U2","Hold Me, Thrill Me, Kiss Me, Kill Me","Rock",85,279
1995,1,27,16,"Jamie Walters","Hold On","Rock",126,260
1995,2,20,16,"Melissa Etheridge","If I Wanted To","Rock",101,207
1994,11,20,16,"Immature","Constantly","Rock",117,245
1995,9,20,17,"Rembrandts, The","I'll Be There For You","Rock",95,183
1995,6,20,17,"Naughty By Nature","Feel Me Flow","Rap",90,206
1995,5,26,17,"Soul For Real","Every Little Thing I Do","Rock",99,257
1995,2,16,17,"K-Ci Hailey of Jodeci","If You Think You're Lonely Now","Rock",144,268
1994,11,23,18,"Vanessa Williams","The Sweetest Days","Rock",139,212
1995,9,20,18,"Lisa Loeb & Nine Stories","Do You Sleep?","Rock",90,227
1995,6,20,19,"Real McCoy","Come And Get Your Love","Electronic",108,188
1995,1,14,19,"R.E.M.","Bang And Blame","Rock",121,288
1994,11,22,20,"Jade","Every Day Of The Week","Rock",97,307
1995,5,39,20,"Collective Soul","December","Rock",121,253
1995,7,14,20,"Soul Asylum","Misery","Rock",114,265
1995,2,20,21,"Boyz II Men","Thank You","R&B",95,271
1995,8,15,21,"Montell Jordan","Somethin' 4 Da Honeyz","Rap",93,243
1995,10,20,22,"Selena","Dreaming Of You","Latin",82,312
1995,4,14,22,"Mary J. Blige","I'm Goin' Down","Rock",96,220
1995,3,21,23,"Annie Lennox","No More ""I Love You's""","Rock",90,289
1995,7,20,24,"Faith Evans","You Used To Love Me","Rock",89,270
1995,8,20,25,"Tim McGraw","I Like It, I Love It","Country",123,200
1995,2,20,26,"Firehouse","I Live My Life For You","Jazz",70,262
1995,4,18,26,"Da Brat","Give It 2 You","Rap",NA,230
1995,9,14,27,"Michael Bolton","Can I Touch You.. There?","Rock",83,318
1995,1,20,27,"Gloria Estefan","Everlasting Love","Rock",128,232
1995,9,20,27,"Deborah Cox","Sentimental","Rock",88,258
1994,11,13,28,"Toni Braxton","I Belong To You","Rock",106,225
1995,6,13,28,"Paula Abdul","My Love Is For Real","Rock",88,265
1995,8,20,29,"Blessid Union Of Souls","Let Me Be The One","Rock",65,232
1995,2,23,29,"Stevie B","Dream About You","Rock",130,244
1994,11,20,29,"Jon Secada","Mental Picture","Rock",87,248
1995,7,20,30,"Better Than Ezra","Good","Rock",110,187
1995,3,20,30,"Van Halen","Can't Stop Lovin' You","Rock",117,249
1995,9,20,30,"Bush","Comedown","Rock",76,244
1995,7,22,31,"After 7","'Til You Do Me Right","Rock",120,245
1995,3,12,31,"Human League, The","Tell Me When","Rock",120,272
1995,5,19,31,"Shania Twain","Any Man Of Mine","Country",78,247
1995,6,18,32,"Xscape","Feels So Good","Rap",82,211
1995,10,9,32,"Edwyn Collins","A Girl Like You","Rock",126,235
1995,2,17,33,"Bonnie Raitt","You Got It","Rock",117,201
1995,11,20,34,"Elton John","Blessed","Rock",90,262
1995,6,20,34,"Brandy","Best Friend","Rock",90,284
1995,7,18,36,"Sheryl Crow","Can't Cry Anymore","Rock",110,217
1994,11,21,37,"Amy Grant","House Of Love","Gospel",NA,265
1995,10,18,37,"Chef Raekwon","Ice Cream","Rap",90,257
1994,11,17,37,"Scarface","I Never Seen A Man Cry (aka I Seen A Man Die)","Rap",NA,260
1995,10,15,38,"Salt 'N Pepa","Ain't Nuthin' But A She Thing","Rap",94,270
1994,12,20,38,"Craig Mack","Get Down","Rap",94,230
1995,4,27,38,"2 Unlimited","Get Ready For This","Electronic",124,222
1994,11,20,38,"Changing Faces","Foolin' Around","Rock",88,228
1994,12,19,38,"Andru Donalds","Mishale","Rock",88,233
1995,3,16,39,"Rappin' 4-Tay","I'll Be Around","Rock",102,242
1995,4,19,39,"Adam Ant","Wonderful","Rock",69,228
1995,2,14,41,"Bone Thugs N Harmony","Foe Tha Love Of $","Rap",137,277
1995,2,20,42,"Melissa Etheridge","Like The Way I Do","Rock",101,315
1995,8,20,42,"Solo","Heaven","Rock",87,227
1995,3,16,42,"Foreigner","Until The End Of Time","Rock",NA,256
1994,12,13,42,"Warren G","Do You See","Rap",95,234
1995,4,7,42,"Madonna","Bedtime Story","Rock",95,291
1995,4,13,43,"BLACKstreet","Joy","Rock",61,240
1995,9,20,43,"Shai","Come With Me","Rock",91,279
1995,7,9,43,"Raekwon","Glaciers Of Ice","Rap",NA,290
1995,6,13,44,"E-40","Sprinkle Me","Rap",82,251
1995,7,15,44,"2 Pac","So Many Tears","Rap",92,234
1995,7,20,45,"Fun Factory","I Wanna B With U","Rock",100,213
1995,4,20,45,"Brian McKnight","Crazy Love","Rock",130,238
1995,6,20,45,"Chris Isaak","Somebody's Crying","Rock",113,164
1995,10,18,45,"Cypress Hill","Throw Your Set In The Air","Rap",NA,206
1995,6,15,46,"Madonna","Human Nature","Rock",92,273
1995,9,13,46,"Immature","Feel The Funk","Rock",136,280
1995,3,20,46,"Fun Factory","Close To You","Rock",91,218
1995,4,15,47,"R.E.M.","Strange Currencies","Rock",91,232
1995,9,8,48,"PM Dawn","Downtown Venus","Rap",98,218
